Site_Number,Site_Name,Gridreference,Easting,Northing,Length,Country,N_sections,N_yrs_surveyed,First_year_surveyed,Last_year_surveyed,Survey_type,lat,lon
1471,Chapel Common,SU820285,482000,128500,5000.0,England,6.0,14,2010,2023,UKBMS,51.05000457349811,-0.8315381187204852
1472,Friston Hill,TV550997,555000,99700,2900.0,England,10.0,2,2010,2011,UKBMS,50.77617367913344,0.19705051163526166
1473,Graffham Down - Parish A,SU920160,492000,116000,100.0,England,1.0,3,2010,2012,UKBMS,50.936118120412324,-0.6920749527625321
1474,"Tilletts Lane Fields, Warnham",TQ153339,515300,133900,1200.0,England,7.0,14,2010,2023,UKBMS,51.092829816177016,-0.3549288648443732
1475,Lodge Copse,SU973167,497300,116700,850.0,England,8.0,11,2010,2023,UKBMS,50.94154209941827,-0.6164842003694466
1476,West Kingston Reserve,TQ079016,507900,101600,1550.0,England,1.0,13,2010,2023,UKBMS,50.803920835404035,-0.4701176434697995
1477,Roundstone Nurseries Newlands,SU898017,489800,101700,1960.0,England,6.0,3,2010,2013,UKBMS,50.80790449777076,-0.7268826412182798
1478,Rowland Wood and Park Corner Heath,TQ515147,551500,114700,1900.0,England,9.0,3,2010,2012,UKBMS,50.911889831175344,0.153645089376247
1479,Whitehawk Hill LNR,TQ332047,533200,104700,1040.0,England,8.0,2,2011,2012,UKBMS,50.826524201083025,-0.11014004882696957
1480,Hollingdean,TQ321072,532100,107200,1900.0,England,5.0,13,2011,2023,UKBMS,50.849245189478104,-0.12484892481960129
1481,Shoreham Beach,TQ222045,522200,104500,1200.0,England,1.0,1,2011,2011,UKBMS,50.82715070801719,-0.266309357238806
1482,Mill Hill,TQ211072,521100,107200,1629.0,England,8.0,13,2011,2023,UKBMS,50.85165041190186,-0.2810286968181044
1483,"Blackjack Wood, Slindon Estste",SU969119,496900,111900,2285.0,England,11.0,13,2011,2023,UKBMS,50.8984585291165,-0.6234494631357318
1484,Markstakes Common,TQ398180,539800,118000,1677.0,England,12.0,11,2012,2022,UKBMS,50.944496728338045,-0.011405982542297072
1486,Brede High Woods,TQ790203,579000,120300,3277.0,England,7.0,3,2013,2016,UKBMS,50.95433148168041,0.5471866422532673
1487,Fairmile Bottom LNR,SU988094,498800,109400,1200.0,England,2.0,10,2014,2023,UKBMS,50.87566266741293,-0.5971151388471405
1488,Iping & Stedham Commons,SU852219,485200,121900,4000.0,England,5.0,10,2014,2023,UKBMS,50.990204190523436,-0.7874451945860044
1490,Pulborough Brooks RSPB,TQ059167,505900,116700,1880.0,England,8.0,8,2015,2023,UKBMS,50.94002841942764,-0.4941222524884244
1491,Graffham Down - Paterson,SU915162,491500,116200,1000.0,England,4.0,9,2015,2023,UKBMS,50.937995574695144,-0.6991385704093338
1492,"Graffham Down, Dimmer",SU911163,491100,116300,380.0,England,1.0,6,2015,2020,UKBMS,50.93895783110017,-0.7048048631629279
1493,"Graffham Down, Parish",SU914163,491400,116300,140.0,England,1.0,6,2015,2020,UKBMS,50.93891041576741,-0.7005363297654448
1494,Nymans,TQ270296,527000,129600,2860.0,England,8.0,6,2016,2022,UKBMS,51.05171391053452,-0.1894506194787745
1495,Courthill Farm,SU953091,495300,109100,1800.0,England,12.0,4,2016,2020,UKBMS,50.873552758411265,-0.6469240036570503
1496,Broadwater Warren Wildlife Corridor,TQ551363,555100,136300,1600.0,England,1.0,2,2016,2017,UKBMS,51.10502203046636,0.21403719085309775
1497,University of Sussex,TQ346091,534600,109100,3520.0,England,13.0,5,2017,2021,UKBMS,50.86574557459946,-0.08865853330210316
1498,Kithurst Field,TQ071125,507100,112500,1072.0,England,1.0,1,2017,2017,UKBMS,50.90205244998029,-0.47828138549471444
1499,Rowland Wood & Park Corner Heath 2018,TQ515147,551500,114700,2500.0,England,10.0,6,2018,2023,UKBMS,50.911889831175344,0.153645089376247
1500,Cowden Pound Pastures,TQ459433,545900,143300,1300.0,England,1.0,7,2008,2014,UKBMS,51.17033791896967,0.08555521805380575
1501,Darland Banks West,TQ783663,578300,166300,2350.0,England,15.0,6,1995,2001,UKBMS,51.36777022047476,0.5600124212926888
1502,Darland Banks Main,TQ792654,579200,165400,,England,15.0,5,1997,2001,UKBMS,51.35940283732131,0.5724743669507633
1503,Hothfield Common,TQ968458,596800,145800,3100.0,England,15.0,20,1990,2023,UKBMS,51.177557453159324,0.8141708598168516
1504,"Polhill Banks, Sevenoaks",TQ508604,550800,160400,1250.0,England,8.0,1,2003,2003,UKBMS,51.32271950961154,0.16278896828865488
1505,Lydden Temple Ewell Downs,TR285447,628500,144700,2850.0,England,12.0,10,1992,2021,UKBMS,51.15590476022971,1.2662586948450956
1508,Wrotham Water Farm,TQ62706030,562700,160300,1640.0,England,,3,1999,2001,UKBMS,51.31854479751484,0.33337727459032307
1510,Burham Down,TQ735624,573500,162400,2500.0,England,14.0,6,1995,2001,UKBMS,51.3342212838225,0.48922803648992896
1511,Burnt Oak Wood,TQ991348,599100,134800,2450.0,England,13.0,38,1984,2023,UKBMS,51.07797133745787,0.8409614862756245
1514,Kemsing Downs,TQ550594,555000,159400,2100.0,England,,3,1997,1999,UKBMS,51.31260656716503,0.22258197771988142
1519,Sandwich Bay,TR352616,635200,161600,5000.0,England,15.0,16,1984,2003,UKBMS,51.30489263063548,1.3729802888213873
1520,"Colepit Lane, Torry Hill",TQ907565,590700,156500,1900.0,England,8.0,19,1992,2023,UKBMS,51.27572678827882,0.7326971235111777
1521,"Mintching Wood, Torry Hill",TQ916586,591600,158600,1700.0,England,12.0,19,1992,2023,UKBMS,51.294286168690725,0.7467101840309964
1522,"Warren Bank, Torry Hill",TQ918567,591800,156700,1000.0,England,4.0,19,1992,2023,UKBMS,51.277154158432445,0.7485557553979234
1523,"Wrinsted, Torry Hill",TQ897553,589700,155300,1850.0,England,8.0,19,1992,2023,UKBMS,51.26528230241703,0.7177411282445145
1524,Orlestone Forest,TQ985353,598500,135300,2500.0,England,13.0,29,1992,2023,UKBMS,51.082669607378314,0.832681550529399
1525,Tudeley Woods - The Plants,TQ626444,562600,144400,2000.0,England,10.0,37,1987,2023,UKBMS,51.17572101378908,0.3247272037266768
1526,Tudeley Woods - Brakey Bank,TQ615435,561500,143500,2350.0,England,10.0,37,1987,2023,UKBMS,51.16794629754919,0.30860070754841007
1527,Thornden Meadows,TR14906440,614900,164400,,England,,2,1997,1998,UKBMS,51.33805382465334,1.0839011096331772
1528,Queendown Warren L.N.R,TQ827629,582700,162900,,England,14.0,3,1999,2001,UKBMS,51.33583323184232,0.6214068244728673
1529,Larkey Valley Wood,TR125555,612500,155500,1950.0,England,10.0,22,1995,2022,UKBMS,51.25904167281096,1.0442025965400938
1530,Broadham Down,TR08505300,608500,153000,2000.0,England,12.0,3,2000,2002,UKBMS,51.2380683213334,0.9855031376399941
1532,Fackenden Down,TQ530608,553000,160800,1552.0,England,9.0,1,2003,2003,UKBMS,51.32572658377068,0.1945087094871999
1533,White Hill Shoreham,TQ528613,552800,161300,880.0,England,6.0,3,2001,2004,UKBMS,51.33027287624588,0.19185475397429566
1535,High Elms,TQ446635,544600,163500,,England,8.0,9,1997,2007,UKBMS,51.35218406019039,0.07513257962498265
1536,Jubilee Country Park,TQ437679,543700,167900,2019.0,England,9.0,18,2004,2023,UKBMS,51.391949816018894,0.06399468994882639
1537,Scadbury Park,TQ455700,545500,170000,1667.0,England,8.0,16,2004,2023,UKBMS,51.41036134145557,0.09070790316201416
1538,Hawkshill Common,TR373498,637300,149800,1141.0,England,6.0,13,2005,2019,UKBMS,51.198104780942714,1.3952342961589332
1539,Downe Bank,TQ438609,543800,160900,1720.0,England,10.0,14,2005,2023,UKBMS,51.329023620372766,0.06260308765446729
1540,Palm Bay,TR384714,638400,171400,1342.0,England,8.0,10,2005,2016,UKBMS,51.39152387931881,1.4253617202733584
1541,Down House Estate,TQ431611,543100,161100,1680.0,England,7.0,13,2005,2017,UKBMS,51.33099722524565,0.05264305344683302
1542,Tudeley Woods - The Plants (2),TQ626444,562600,144400,2000.0,England,10.0,37,1987,2023,UKBMS,51.17572101378908,0.3247272037266768
1544,Pegwell Bay CP,TR341630,634100,163000,1750.0,England,10.0,11,2005,2018,UKBMS,51.317912555189565,1.358146139011421
1545,Stonelees,TR338625,633800,162500,2320.0,England,15.0,11,2005,2018,UKBMS,51.31354764764182,1.353521227629891
1546,Cole Wood - Broad Oak/Blean,TR155620,615500,162000,3560.0,England,11.0,16,2006,2023,UKBMS,51.316278181551844,1.091051483973705
1547,Sandwich Bay,TR349623,634900,162300,3538.0,England,10.0,5,2007,2017,UKBMS,51.311299757253416,1.3691448062745717
1548,Cliffside Drive/Dumpton walk,TR392663,639200,166300,3150.0,England,5.0,5,2010,2014,UKBMS,51.34541246516441,1.433409904903423
1550,Well Wood,TQ396643,539600,164300,1632.0,England,6.0,4,2005,2013,UKBMS,51.36062229782515,0.003692039980982819
1551,Darrick Woods & Newstead Common,TQ444649,544400,164900,1138.0,England,6.0,2,2009,2010,UKBMS,51.36481498853218,0.07283038470471954
1552,West Blean Wood West,TR157636,615700,163600,2265.0,England,9.0,11,2010,2023,UKBMS,51.330568238887,1.0948845569688657
1553,West Blean Wood East,TR166635,616600,163500,4190.0,England,15.0,11,2011,2023,UKBMS,51.32932858505824,1.1077225242429993
1554,Hothfield Common Extension,TQ964458,596400,145800,2000.0,England,10.0,9,2014,2023,UKBMS,51.17769488018792,0.8084555694115431
1555,CT10 1RX to Montefiore Woodland,TR389656,638900,165600,2500.0,England,6.0,3,2012,2014,UKBMS,51.33925561746328,1.4286410083637575
1556,West Wickham Common,TQ398652,539800,165200,300.0,England,13.0,15,2001,2023,UKBMS,51.368660695378914,0.0069163070025244945
1557,Wraik Hill Nature Reserve,TR097638,609700,163800,2436.0,England,13.0,8,2012,2020,UKBMS,51.33460653963746,1.0090043703096916
1558,Thornden Woods,TR144635,614400,163500,5194.0,England,14.0,1,2012,2012,UKBMS,51.330161576460455,1.076192502919713
1559,Reculver Country Park,TR214689,621400,168900,3981.0,England,12.0,11,2012,2023,UKBMS,51.375962118586955,1.1798672296862007
1560,Fox's Cross Nature Reserve,TR093634,609300,163400,1071.0,England,8.0,8,2012,2020,UKBMS,51.3311620577743,1.0030357246752997
1561,Sandwich Bay Estate,TR361573,636100,157300,6248.0,England,12.0,11,2013,2023,UKBMS,51.2659231180365,1.3830283520252165
1563,Telegraph Farm,TR307513,630700,151300,1250.0,England,5.0,9,2014,2023,UKBMS,51.214271150624,1.301898742284498
1564,Darland Banks A,TQ791655,579100,165500,2323.0,England,14.0,10,2014,2023,UKBMS,51.3603326094466,0.5710899304105137
1565,Darland Banks B,TQ781661,578100,166100,2522.0,England,13.0,10,2014,2023,UKBMS,51.36603638345228,0.557042248419515
1566,Tonbridge Water Meadows,TQ611472,561100,147200,200.0,England,6.0,2,2014,2015,UKBMS,51.20130231378747,0.3045421724498374
1567,Highlands Farm,TQ962345,596200,134500,3117.0,England,12.0,6,2014,2019,UKBMS,51.07627507285379,0.7994518692559023
1568,Bedgebury Pinetum,TQ719335,571900,133500,6000.0,England,9.0,5,2014,2023,UKBMS,51.075079949461,0.4524493661201714
1569,Westgate Parks,TR143577,614300,157700,1630.0,England,5.0,5,2014,2018,UKBMS,51.27812205634749,1.0712785186537566
1570,Sevenoaks Wildlife Reserve,TQ522569,552200,156900,2700.0,England,11.0,6,2014,2019,UKBMS,51.290898631681756,0.1813732483639133
1571,Sprivers,TQ693399,569300,139900,2891.0,England,13.0,2,2014,2021,UKBMS,51.13335031796925,0.4183704331215725
1575,Covert Wood,TR183481,618300,148100,1650.0,England,4.0,9,2015,2023,UKBMS,51.190411260323195,1.1226951537017134
1576,Kemsing Down,TQ555593,555500,159300,2372.0,England,8.0,9,2015,2023,UKBMS,51.31157177326341,0.2297066797289959
1577,Lydden Hill,TR254461,625400,146100,1180.0,England,5.0,9,2015,2023,UKBMS,51.169702138008944,1.222879695220461
1578,Montefiore Wood & Dumpton (2015 route),TR392662,639200,166200,4425.0,England,9.0,9,2015,2023,UKBMS,51.34451491025591,1.4333427638265879
1579,Tarn Park,TQ427733,542700,173300,1000.0,England,2.0,8,2015,2023,UKBMS,51.44072543897706,0.05180352462195616
1580,Tudeley Woods - Pembury Heath,TQ616422,561600,142200,2000.0,England,10.0,9,2015,2023,UKBMS,51.15623800000848,0.3094462611978816
1581,Queendown Warren 2,TQ829628,582900,162800,3000.0,England,7.0,3,2015,2021,UKBMS,51.334870753604456,0.6242234285241165
1582,Wouldham,TQ725633,572500,163300,600.0,England,3.0,8,2015,2023,UKBMS,51.34261028039774,0.4753229564449921
1583,The Larches,TQ789588,578900,158800,2000.0,England,4.0,8,2015,2023,UKBMS,51.30021150104351,0.5648586110158892
1584,Tonbridge Water Meadows 2,TQ608472,560800,147200,1990.0,England,6.0,2,2016,2017,UKBMS,51.20138676295773,0.30025180069744645
1585,Peters Pit,TQ717626,571700,162600,3104.0,England,8.0,7,2016,2023,UKBMS,51.336563920816616,0.4635109239165694
1586,Conningbrook Lakes Country Park,TR031433,603100,143300,2500.0,England,12.0,7,2016,2023,UKBMS,51.15290511662089,0.9027701292199987
1587,"Luton Rec, Medway",TQ778663,577800,166300,1300.0,England,10.0,8,2016,2023,UKBMS,51.36792685020766,0.5528372508539571
1588,Gravesend Marling Cross,TQ656705,565600,170500,1170.0,England,11.0,8,2016,2023,UKBMS,51.40934483326563,0.3797009564855119
1589,Hilly Wood,TQ776391,577600,139100,800.0,England,4.0,2,2016,2017,UKBMS,51.123651997802156,0.5364840902530739
1590,Warren Plain,TQ691682,569100,168200,1000.0,England,1.0,4,2016,2021,UKBMS,51.38765069814867,0.42888274318435315
1591,St Margaret's Bay (new),TR373451,637300,145100,4000.0,England,7.0,7,2017,2023,UKBMS,51.155916737950825,1.3921337542158667
1592,Langdon Cliffs,TR341424,634100,142400,2500.0,England,8.0,6,2017,2022,UKBMS,51.13299675267113,1.344702341545028
1593,"Orlestone Forest, Packing Wood",TR004352,600400,135200,1660.0,England,5.0,6,2017,2022,UKBMS,51.08111151235499,0.8597171470489496
1594,Dering Wood,TQ899443,589900,144300,3000.0,England,7.0,3,2017,2021,UKBMS,51.166416174967814,0.7147841251657262
1595,Bredhurst Woods and Strawberry Banks,TQ800617,580000,161700,4400.0,England,7.0,5,2017,2023,UKBMS,51.325914641667275,0.5820830838832297
1596,"Manor Park, West Malling",TQ680573,568000,157300,2500.0,England,4.0,6,2017,2023,UKBMS,51.2900542633497,0.4079504619693151
1597,Lesnes Abbey,TQ478785,547800,178500,4200.0,England,10.0,1,2017,2017,UKBMS,51.486142545144766,0.12730187119458822
1598,Garthorne Road Nature Reserve,TQ357736,535700,173600,850.0,England,12.0,5,2017,2022,UKBMS,51.44514005331,-0.04873445108058693
1599,Magpie Bottom (sect 14a),TQ542609,554200,160900,90.0,England,1.0,3,2017,2019,UKBMS,51.32630129489077,0.21176092726247558
1601,Hartsholme Country Park,SK944697,494400,369700,3555.0,England,10.0,10,1993,2002,UKBMS,53.215982236977545,-0.5877560851427648
1602,Swanholme Lakes LNR,SK94306850,494300,368500,1730.0,England,,10,1993,2002,UKBMS,53.20521662464388,-0.5896073072389264
1603,Chambers Farm Wood,TF150740,515000,374000,3660.0,England,6.0,10,1994,2003,UKBMS,53.25056350027707,-0.27784647298791854
1607,Snakeholme Pit,TF115716,511500,371600,400.0,England,11.0,36,1988,2023,UKBMS,53.229745475690265,-0.33111860156421385
1608,Twyford Glades,SK954225,495400,322500,830.0,England,7.0,23,2000,2023,UKBMS,52.791646024921796,-0.5867063240952743
1609,Twyford North,SK963233,496300,323300,,England,6.0,1,2000,2000,UKBMS,52.79867572909714,-0.5731290206861106
1610,Twyford Sanctuary,SK942233,494200,323300,580.0,England,6.0,24,1999,2023,UKBMS,52.79904599969348,-0.6042658262848397
1611,Twyford South,SK954225,495400,322500,,England,7.0,1,2000,2000,UKBMS,52.791646024921796,-0.5867063240952743
1612,Twyford West,SK943233,494300,323300,,England,6.0,1,2000,2000,UKBMS,52.79902855295821,-0.6027831058510555
1614,Red Hill Nature Reserve,TF267806,526700,380600,1740.0,England,7.0,17,2000,2016,UKBMS,53.30719576162908,-0.0999598221085523
1615,Southrey Wood,TF128682,512800,368200,2390.0,England,9.0,10,2007,2019,UKBMS,53.198922535389094,-0.31285374698951934
1616,Whisby Nature Park,SK911670,491100,367000,1282.0,England,6.0,8,2009,2023,UKBMS,53.19229436368664,-0.6379296472434371
1617,FRAMPTON MARSH RSPB,TF356392,535600,339200,2450.0,England,8.0,1,2012,2012,UKBMS,52.93308313827291,0.016041824156012546
1618,Frampton Marsh (2015 route),TF356391,535600,339100,2000.0,England,9.0,1,2015,2015,UKBMS,52.93218476837764,0.01600006902971501
1619,Quarry Cottage,TF045204,504500,320400,913.0,England,6.0,7,2016,2022,UKBMS,52.77109169757384,-0.45247877968485795
1620,Londonthorpe Eastern Meadow,SK946381,494600,338100,2382.0,England,11.0,3,2018,2022,UKBMS,52.93197881142712,-0.5940420585820874
1621,Londonthorpe Western Meadow,SK942380,494200,338000,1995.0,England,7.0,3,2018,2022,UKBMS,52.931150387002745,-0.6000200811593168
1622,Belton House - River Witham,SK926383,492600,338300,2961.0,England,7.0,3,2018,2022,UKBMS,52.934124337879524,-0.6237304224479064
1623,Belton House - East Avenue & Old Wood,SK934388,493400,338800,3186.0,England,7.0,2,2018,2019,UKBMS,52.93847925597835,-0.6116879161143012
1624,Kettlethorpe,SK846750,484600,375000,2681.0,England,5.0,5,2019,2023,UKBMS,53.26525940609344,-0.7330703171150745
1625,Heath's Meadows,TF484639,548400,363900,1630.0,England,8.0,4,2020,2023,UKBMS,53.15156666173461,0.21769597321479497
1627,Londonthorpe Alma Park,SK942370,494200,337000,2124.0,England,9.0,1,2022,2022,UKBMS,52.92216379533452,-0.6003099615505195
1628,Ashing Lane Nature Reserve,TF043790,504300,379000,3773.0,England,9.0,2,2022,2023,UKBMS,53.297698433061235,-0.4365101862939933
1629,Thorne Moors Transect F,SE748151,474800,415100,4421.0,England,5.0,2,2022,2023,UKBMS,53.62709831921189,-0.8704484044881807
1630,Ingleby Clay community nature site,SK875768,487500,376800,1080.0,England,5.0,1,2023,2023,UKBMS,53.28096519635125,-0.6891087849253091
1631,Hardwick Scrub community nature site,SK881764,488100,376400,772.0,England,3.0,1,2023,2023,UKBMS,53.27727143454424,-0.6802231432912592
1701,Piddledown Common,SX729899,272900,89900,620.0,England,10.0,22,1997,2023,UKBMS,50.69481920323932,-3.800915669365515
1703,Aish Tor,SX705711,270500,71100,2100.0,England,12.0,29,1993,2023,UKBMS,50.52531041241919,-3.8283138774503978
1704,Trentishoe Combe (Heddon Valley),SS64604840,264600,148400,,England,,5,1993,1999,UKBMS,51.21869606866692,-3.9401435147325974
1705,Little Breach,ST114154,311400,115400,400.0,England,7.0,26,1997,2023,UKBMS,50.93122039197429,-3.2621477079004184
1706,Haldon Forest,SX872845,287200,84500,2767.0,England,8.0,8,1995,2006,UKBMS,50.64922926639029,-3.596889290325683
1707,Dunsdon Farm 1 (MF transect),SS296082,229600,108200,1300.0,England,5.0,9,1998,2006,UKBMS,50.84815802482805,-4.421954021314893
1708,Ashclyst Forest,SX997991,299700,99100,400.0,England,1.0,14,2002,2023,UKBMS,50.78277057556379,-3.4241149629451035
1709,North Wyke ECN,SX660985,266000,98500,4144.0,England,15.0,13,1993,2006,UKBMS,50.77056346159058,-3.9016824046468495
1710,Lydford,SX490836,249000,83600,1500.0,England,6.0,25,1994,2021,UKBMS,50.632486817799716,-4.136501655929733
1711,Dunsford Meadow,SX78508920,278500,89200,1450.0,England,,7,1991,2003,UKBMS,50.68972500197892,-3.7214364341718604
1712,Trentishoe Transect (Heddon Valley),SS64604830,264600,148300,,England,,5,1993,1999,UKBMS,51.217797394896174,-3.94010572265428
1713,Heddonsmouth (Heddon Valley),SS65204850,265200,148500,,England,,6,1994,1999,UKBMS,51.219736837487574,-3.9315951279546657
1714,Dunsdon Farm 2,SS297078,229700,107800,1374.0,England,8.0,3,2000,2003,UKBMS,50.84459371119113,-4.420348759469949
1715,Fowlescombe Farm,SX695552,269500,55200,2160.0,England,9.0,3,2001,2003,UKBMS,50.38217180125223,-3.836868987538283
1716,Start Farm South Hams,SX820370,282000,37000,4600.0,England,1.0,1,2000,2000,UKBMS,50.22120543407475,-3.655444866300368
1717,West Down (Dartmoor),SX483702,248300,70200,900.0,England,6.0,19,2001,2022,UKBMS,50.51188452035445,-4.140924418956897
1718,"Ruggadon, Trusham",SX856816,285600,81600,1680.0,England,7.0,4,2002,2005,UKBMS,50.62284826319556,-3.618615403359676
1719,Lustleigh Cleave,SX762820,276200,82000,1200.0,England,6.0,2,2003,2004,UKBMS,50.62452204984663,-3.75157162982435
1720,Kerswell Down,SX872676,287200,67600,1345.0,England,10.0,21,2003,2023,UKBMS,50.49730818840706,-3.5917594759730616
1721,Bovey Heath,SX824765,282400,76500,1140.0,England,7.0,17,2003,2021,UKBMS,50.576366839357185,-3.662217010504011
1722,Waterleat,SX753724,275300,72400,540.0,England,13.0,5,2002,2006,UKBMS,50.538039291851135,-3.761066444488921
1723,Stover Country Park,SX831753,283100,75300,1000.0,England,6.0,11,2003,2019,UKBMS,50.56572050471688,-3.6519579241759206
1724,Staddon Moor,SS680025,268000,102500,2050.0,England,12.0,2,2003,2004,UKBMS,50.806973386412764,-3.8747738494230903
1725,Torrington Commons,SS480190,248000,119000,2280.0,England,6.0,2,2003,2004,UKBMS,50.95033733895632,-4.165286075786725
1726,Dunsford Wood,SX785892,278500,89200,1100.0,England,3.0,6,2002,2007,UKBMS,50.68972500197892,-3.7214364341718604
1727,Corner Wood and Kiln Close,SX755722,275500,72200,530.0,England,6.0,1,2005,2005,UKBMS,50.536284194395215,-3.758178694469551
1728,Blackdown Common 2005 route,ST115162,311500,116200,1700.0,England,4.0,13,2005,2017,UKBMS,50.93842789069519,-3.260919617936138
1729,Bovey Heath cmpt 2,SX824768,282400,76800,1855.0,England,15.0,1,2006,2006,UKBMS,50.57906357012865,-3.6623119660086676
1730,Slapton Ley NNR - Loworthy,SX825465,282500,46500,,England,4.0,2,2006,2007,UKBMS,50.306706714815036,-3.651390619162745
1731,Slapton Ley NNR - Nature Trail,SX820442,282000,44200,,England,5.0,2,2006,2007,UKBMS,50.28593078858242,-3.6576900190760044
1733,Park Farm,SY299951,329900,95100,2500.0,England,9.0,12,2007,2018,UKBMS,50.75124969558036,-2.995050561916615
1734,Bovey Heath comp 2 new,SX824768,282400,76800,770.0,England,11.0,1,2007,2007,UKBMS,50.57906357012865,-3.6623119660086676
1735,Yarner Wood extension,SX787789,278700,78900,250.0,England,2.0,13,2009,2023,UKBMS,50.59718268080879,-3.715231238641471
1736,Clennon Hill,SX880594,288000,59400,1712.0,England,10.0,14,2008,2023,UKBMS,50.423746707667554,-3.578028944161019
1737,Primley wood and meadow,SX878602,287800,60200,1143.0,England,6.0,13,2008,2023,UKBMS,50.43090024840464,-3.5810828482483776
1738,Ideford Common SSSI,SX900787,290000,78700,956.0,England,5.0,6,2010,2015,UKBMS,50.59762614522144,-3.5555780082552535
1739,Yeo Valley Community Woodland,SS572337,257200,133700,1410.0,England,6.0,7,2010,2017,UKBMS,51.084793544665324,-4.040195696051781
1740,Bovey Heath comp 2 (2010 route),SX825769,282500,76900,1150.0,England,7.0,12,2010,2021,UKBMS,50.579982627650594,-3.660931852266414
1741,Slapton Ley NNR,SX823463,282300,46300,1263.0,England,7.0,7,2011,2018,UKBMS,50.30486887731458,-3.6541355656495083
1742,Exminster Marshes RSPB Reserve,SX956867,295600,86700,1460.0,England,5.0,7,2011,2017,UKBMS,50.67057432015605,-3.478738468533827
1743,Saltram Park,SX522549,252200,54900,1225.0,England,6.0,13,2011,2023,UKBMS,50.37537945404415,-4.079919481112922
1744,Upcott Farm,SS823130,282300,113000,1825.0,England,10.0,13,2011,2023,UKBMS,50.90443850727058,-3.675298918559591
1745,"Bowden Hill, Ashburton",SX753698,275300,69800,1561.0,England,9.0,12,2011,2022,UKBMS,50.514668618122734,-3.760196408806732
1746,Berry Head Transect 3,SX939562,293900,56200,1711.0,England,10.0,12,2011,2023,UKBMS,50.396075228074075,-3.494097568431627
1747,Primley Wood and Meadow extension,SX878602,287800,60200,297.0,England,2.0,9,2012,2023,UKBMS,50.43090024840464,-3.5810828482483776
1748,Waterleat extension,SX751723,275100,72300,250.0,England,2.0,10,2012,2023,UKBMS,50.53709770913549,-3.76385379030765
1749,West Down Shaugh Prior,SX542636,254200,63600,1880.0,England,9.0,1,2012,2012,UKBMS,50.45406897374011,-4.0551939210039745
1750,Home Farm Marsh Reserve,SS498329,249800,132900,2300.0,England,6.0,2,2011,2012,UKBMS,51.07571383119326,-4.145438657738444
1751,Churchills Local Nature Reserve,SX851720,285100,72000,1000.0,England,5.0,5,2012,2017,UKBMS,50.536452855119066,-3.622711578573313
1752,Weston,SY169885,316900,88500,2325.0,England,8.0,4,2013,2017,UKBMS,50.69019255140015,-3.177801589407619
1753,Northam Burrows,SS439309,243900,130900,1900.0,England,8.0,6,2013,2022,UKBMS,51.05616757736529,-4.228728804237676
1756,Meeth Quarry,SS536084,253600,108400,2000.0,England,9.0,8,2014,2022,UKBMS,50.85653173052837,-4.081366590609071
1757,Dartington River Walk,SX800630,280000,63000,1000.0,England,10.0,1,2014,2014,UKBMS,50.45452599938255,-3.6917517073216564
1758,Andrew's Wood,SX704516,270400,51600,925.0,England,8.0,9,2014,2023,UKBMS,50.350011814845296,-3.8229764465633096
1760,Cookworthy Forest,SS417017,241700,101700,2890.0,England,10.0,5,2015,2019,UKBMS,50.79319158498133,-4.24740957806471
1761,Andrew's Wood 3,SX711516,271100,51600,1000.0,England,7.0,8,2015,2023,UKBMS,50.3501656138542,-3.8131426745224224
1762,Park Farm Kingsbridge,SX734427,273400,42700,1800.0,England,7.0,9,2015,2023,UKBMS,50.270663310685634,-3.777844232667209
1763,Sigford,SX777741,277700,74100,1810.0,England,9.0,3,2015,2017,UKBMS,50.55382757341795,-3.727773873394058
1764,Clifford Bridge,SX768896,276800,89600,3750.0,England,11.0,1,2015,2015,UKBMS,50.692962555254155,-3.745624954403728
1765,Kelley's Cove,SX909501,290900,50100,1500.0,England,6.0,8,2016,2023,UKBMS,50.3406865841793,-3.5345190661992234
1766,Dawlish Warren NNR,SX984796,298400,79600,2000.0,England,12.0,3,2016,2018,UKBMS,50.607241581833335,-3.4371802144067947
1767,Ashclyst Merry Downs,SY000999,300000,99900,1600.0,England,1.0,8,2016,2023,UKBMS,50.790014294790964,-3.420078812260876
1768,Ashclyst Snaffel Park,SY006996,300600,99600,1700.0,England,1.0,8,2016,2023,UKBMS,50.78742066042212,-3.411488062406053
1769,Ashclyst Caddihoe,SY010999,301000,99900,320.0,England,1.0,8,2016,2023,UKBMS,50.79018614198757,-3.4058962766658603
1770,Ashclyst Deadlands,SX995999,299500,99900,1150.0,England,1.0,8,2016,2023,UKBMS,50.78992772477721,-3.4271700278711807
1771,Ashclyst White Down,ST005011,300500,101100,1200.0,England,1.0,7,2016,2023,UKBMS,50.80088821197353,-3.4133129933985487
1773,Knapp Copse Local Nature Reserve,SY154956,315400,95600,2410.0,England,7.0,6,2017,2023,UKBMS,50.7538099648893,-3.200662683309993
1774,Bradley Manor,SX849707,284900,70700,2000.0,England,6.0,5,2017,2022,UKBMS,50.52472734865749,-3.625130906865386
1776,Firebeacon Hill,SY114909,311400,90900,2168.0,England,5.0,2,2017,2018,UKBMS,50.7109570706656,-3.2562217205447865
1777,The Knapp Community Nature Reserve,SY123884,312300,88400,684.0,England,4.0,2,2017,2018,UKBMS,50.6886172739051,-3.242883638952987
